date,005827,163417,001714,162605,001102,161725,002984,004070,040046
20200511,4000,3000,1000,1000,1000,1000,1000,1000,1000
20200611,4000,3000,1000,1000,1000,1000,1000,1000,1000
20200711,4000,3000,1000,1000,1000,1000,1000,1000,1000
20200911,4000,3000,1000,1000,1000,1000,1000,1000,1000
